DATE,age_category,percent_positive_7d_avg
2020-05-01,0to13,0.0340
2020-05-02,0to13,0.0350
2020-05-03,0to13,0.0360
2020-05-04,0to13,0.0359
2020-05-05,0to13,0.0355
2020-05-06,0to13,0.0326
2020-05-07,0to13,0.0346
2020-05-08,0to13,0.0292
2020-05-09,0to13,0.0264
2020-05-10,0to13,0.0301
2020-05-11,0to13,0.0333
2020-05-12,0to13,0.0341
2020-05-13,0to13,0.0334
2020-05-14,0to13,0.0329
2020-05-15,0to13,0.0319
2020-05-16,0to13,0.0335
2020-05-17,0to13,0.0339
2020-05-18,0to13,0.0330
2020-05-19,0to13,0.0317
2020-05-20,0to13,0.0329
2020-05-21,0to13,0.0340
2020-05-22,0to13,0.0366
2020-05-23,0to13,0.0373
2020-05-24,0to13,0.0366
2020-05-25,0to13,0.0380
2020-05-26,0to13,0.0410
2020-05-27,0to13,0.0369
2020-05-28,0to13,0.0346
2020-05-29,0to13,0.0309
2020-05-30,0to13,0.0302
2020-05-31,0to13,0.0282
2020-06-01,0to13,0.0249
2020-06-02,0to13,0.0254
2020-06-03,0to13,0.0282
2020-06-04,0to13,0.0287
2020-06-05,0to13,0.0292
2020-06-06,0to13,0.0270
2020-06-07,0to13,0.0278
2020-06-08,0to13,0.0261
2020-06-09,0to13,0.0248
2020-06-10,0to13,0.0240
2020-06-11,0to13,0.0253
2020-06-12,0to13,0.0248
2020-06-13,0to13,0.0249
2020-06-14,0to13,0.0247
2020-06-15,0to13,0.0277
2020-06-16,0to13,0.0251
2020-06-17,0to13,0.0230
2020-06-18,0to13,0.0208
2020-06-19,0to13,0.0215
2020-06-20,0to13,0.0216
2020-06-21,0to13,0.0206
2020-06-22,0to13,0.0183
2020-06-23,0to13,0.0162
2020-06-24,0to13,0.0175
2020-06-25,0to13,0.0178
2020-06-26,0to13,0.0166
2020-06-27,0to13,0.0165
2020-06-28,0to13,0.0146
2020-06-29,0to13,0.0132
2020-06-30,0to13,0.0140
2020-07-01,0to13,0.0124
2020-07-02,0to13,0.0102
2020-07-03,0to13,0.0090
2020-07-04,0to13,0.0097
2020-07-05,0to13,0.0099
2020-07-06,0to13,0.0109
2020-07-07,0to13,0.0103
2020-07-08,0to13,0.0108
2020-07-09,0to13,0.0111
2020-07-10,0to13,0.0125
2020-07-11,0to13,0.0115
2020-07-12,0to13,0.0112
2020-07-13,0to13,0.0103
2020-07-14,0to13,0.0102
2020-07-15,0to13,0.0108
2020-07-16,0to13,0.0106
2020-07-17,0to13,0.0108
2020-07-18,0to13,0.0104
2020-07-19,0to13,0.0107
2020-07-20,0to13,0.0112
2020-07-21,0to13,0.0131
2020-07-22,0to13,0.0134
2020-07-23,0to13,0.0138
2020-07-24,0to13,0.0137
2020-07-25,0to13,0.0141
2020-07-26,0to13,0.0141
2020-07-27,0to13,0.0137
2020-07-28,0to13,0.0121
2020-07-29,0to13,0.0104
2020-07-30,0to13,0.0095
2020-07-31,0to13,0.0093
2020-08-01,0to13,0.0092
2020-08-02,0to13,0.0100
2020-08-03,0to13,0.0102
2020-08-04,0to13,0.0084
2020-08-05,0to13,0.0086
2020-08-06,0to13,0.0089
2020-08-07,0to13,0.0079
2020-08-08,0to13,0.0075
2020-08-09,0to13,0.0067
2020-08-10,0to13,0.0062
2020-08-11,0to13,0.0076
2020-08-12,0to13,0.0068
2020-08-13,0to13,0.0097
2020-08-14,0to13,0.0091
2020-08-15,0to13,0.0086
2020-08-16,0to13,0.0086
2020-08-17,0to13,0.0087
2020-08-18,0to13,0.0081
2020-08-19,0to13,0.0091
2020-08-20,0to13,0.0063
2020-08-21,0to13,0.0064
2020-08-22,0to13,0.0067
2020-08-23,0to13,0.0067
2020-08-24,0to13,0.0080
2020-08-25,0to13,0.0084
2020-08-26,0to13,0.0080
2020-08-27,0to13,0.0077
2020-08-28,0to13,0.0085
2020-08-29,0to13,0.0083
2020-08-30,0to13,0.0082
2020-08-31,0to13,0.0068
2020-09-01,0to13,0.0076
2020-09-02,0to13,0.0071
2020-09-03,0to13,0.0083
2020-09-04,0to13,0.0088
2020-09-05,0to13,0.0090
2020-09-06,0to13,0.0093
2020-09-07,0to13,0.0105
2020-09-08,0to13,0.0095
2020-09-09,0to13,0.0093
2020-09-10,0to13,0.0087
2020-09-11,0to13,0.0074
2020-09-12,0to13,0.0071
2020-09-13,0to13,0.0070
2020-09-14,0to13,0.0060
2020-09-15,0to13,0.0056
2020-09-16,0to13,0.0056
2020-09-17,0to13,0.0053
2020-09-18,0to13,0.0058
2020-09-19,0to13,0.0059
2020-09-20,0to13,0.0058
2020-09-21,0to13,0.0055
2020-09-22,0to13,0.0051
2020-09-23,0to13,0.0053
2020-09-24,0to13,0.0051
2020-09-25,0to13,0.0051
2020-09-26,0to13,0.0052
2020-09-27,0to13,0.0055
2020-09-28,0to13,0.0055
2020-09-29,0to13,0.0057
2020-09-30,0to13,0.0055
2020-10-01,0to13,0.0057
2020-10-02,0to13,0.0058
2020-10-03,0to13,0.0059
2020-10-04,0to13,0.0056
2020-10-05,0to13,0.0061
2020-10-06,0to13,0.0068
2020-10-07,0to13,0.0076
2020-10-08,0to13,0.0089
2020-10-09,0to13,0.0101
2020-10-10,0to13,0.0111
2020-10-11,0to13,0.0124
2020-10-12,0to13,0.0138
2020-10-13,0to13,0.0143
2020-10-14,0to13,0.0147
2020-10-15,0to13,0.0164
2020-10-16,0to13,0.0170
2020-10-17,0to13,0.0173
2020-10-18,0to13,0.0168
2020-10-19,0to13,0.0180
2020-10-20,0to13,0.0197
2020-10-21,0to13,0.0231
2020-10-22,0to13,0.0243
2020-10-23,0to13,0.0257
2020-10-24,0to13,0.0273
2020-10-25,0to13,0.0296
2020-10-26,0to13,0.0301
2020-10-27,0to13,0.0296
2020-10-28,0to13,0.0296
2020-10-29,0to13,0.0294
2020-10-30,0to13,0.0292
2020-10-31,0to13,0.0302
2020-11-01,0to13,0.0300
2020-11-02,0to13,0.0316
2020-11-03,0to13,0.0343
2020-11-04,0to13,0.0349
2020-11-05,0to13,0.0349
2020-11-06,0to13,0.0387
2020-11-07,0to13,0.0401
2020-11-08,0to13,0.0419
2020-11-09,0to13,0.0420
2020-11-10,0to13,0.0431
2020-11-11,0to13,0.0447
2020-11-12,0to13,0.0462
2020-11-13,0to13,0.0440
2020-11-14,0to13,0.0428
2020-11-15,0to13,0.0419
2020-11-16,0to13,0.0418
2020-11-17,0to13,0.0423
2020-11-18,0to13,0.0427
2020-11-19,0to13,0.0447
2020-11-20,0to13,0.0465
2020-11-21,0to13,0.0466
2020-11-22,0to13,0.0466
2020-11-23,0to13,0.0471
2020-11-24,0to13,0.0478
2020-11-25,0to13,0.0476
2020-11-26,0to13,0.0480
2020-11-27,0to13,0.0478
2020-11-28,0to13,0.0492
2020-11-29,0to13,0.0500
2020-11-30,0to13,0.0512
2020-12-01,0to13,0.0516
2020-12-02,0to13,0.0523
2020-12-03,0to13,0.0524
2020-12-04,0to13,0.0528
2020-12-05,0to13,0.0521
2020-12-06,0to13,0.0519
2020-12-07,0to13,0.0499
2020-12-08,0to13,0.0467
2020-12-09,0to13,0.0457
2020-12-10,0to13,0.0444
2020-12-11,0to13,0.0435
2020-12-12,0to13,0.0430
2020-12-13,0to13,0.0439
2020-12-14,0to13,0.0458
2020-12-15,0to13,0.0486
2020-12-16,0to13,0.0503
2020-12-17,0to13,0.0520
2020-12-18,0to13,0.0527
2020-12-19,0to13,0.0544
2020-12-20,0to13,0.0541
2020-12-21,0to13,0.0557
2020-12-22,0to13,0.0582
2020-12-23,0to13,0.0623
2020-12-24,0to13,0.0657
2020-12-25,0to13,0.0712
2020-12-26,0to13,0.0770
2020-12-27,0to13,0.0821
2020-12-28,0to13,0.0955
2020-12-29,0to13,0.1086
2020-12-30,0to13,0.1225
2020-12-31,0to13,0.1327
2021-01-01,0to13,0.1369
2021-01-02,0to13,0.1428
2021-01-03,0to13,0.1541
2021-01-04,0to13,0.1597
2021-01-05,0to13,0.1704
2021-01-06,0to13,0.1755
2021-01-07,0to13,0.1757
2021-01-08,0to13,0.1715
2021-01-09,0to13,0.1704
2021-01-10,0to13,0.1626
2021-01-11,0to13,0.1540
2021-01-12,0to13,0.1456
2021-01-13,0to13,0.1387
2021-01-14,0to13,0.1369
2021-01-15,0to13,0.1289
2021-01-16,0to13,0.1251
2021-01-17,0to13,0.1262
2021-01-18,0to13,0.1227
2021-01-19,0to13,0.1186
2021-01-20,0to13,0.1143
2021-01-21,0to13,0.1085
2021-01-22,0to13,0.1111
2021-01-23,0to13,0.1090
2021-01-24,0to13,0.1067
2021-01-25,0to13,0.1060
2021-01-26,0to13,0.1035
2021-01-27,0to13,0.1026
2021-01-28,0to13,0.1007
2021-01-29,0to13,0.0988
2021-01-30,0to13,0.0995
2021-01-31,0to13,0.0987
2021-02-01,0to13,0.0967
2021-02-02,0to13,0.0914
2021-02-03,0to13,0.0871
2021-02-04,0to13,0.0857
2021-02-05,0to13,0.0817
2021-02-06,0to13,0.0782
2021-02-07,0to13,0.0761
2021-02-08,0to13,0.0721
2021-02-09,0to13,0.0721
2021-02-10,0to13,0.0687
2021-02-11,0to13,0.0622
2021-02-12,0to13,0.0620
2021-02-13,0to13,0.0624
2021-02-14,0to13,0.0615
2021-02-15,0to13,0.0627
2021-02-16,0to13,0.0630
2021-02-17,0to13,0.0607
2021-02-18,0to13,0.0586
2021-02-19,0to13,0.0548
2021-02-20,0to13,0.0505
2021-02-21,0to13,0.0507
2021-02-22,0to13,0.0419
2021-02-23,0to13,0.0337
2021-02-24,0to13,0.0311
2021-02-25,0to13,0.0293
2021-02-26,0to13,0.0274
2021-02-27,0to13,0.0277
2021-02-28,0to13,0.0265
2021-03-01,0to13,0.0253
2021-03-02,0to13,0.0252
2021-03-03,0to13,0.0244
2021-03-04,0to13,0.0238
2021-03-05,0to13,0.0237
2021-03-06,0to13,0.0240
2021-03-07,0to13,0.0248
2021-03-08,0to13,0.0258
2021-03-09,0to13,0.0258
2021-03-10,0to13,0.0265
2021-03-11,0to13,0.0266
2021-03-12,0to13,0.0280
2021-03-13,0to13,0.0269
2021-03-14,0to13,0.0264
2021-03-15,0to13,0.0270
2021-03-16,0to13,0.0279
2021-03-17,0to13,0.0280
2021-03-18,0to13,0.0301
2021-03-19,0to13,0.0298
2021-03-20,0to13,0.0317
2021-03-21,0to13,0.0331
2021-03-22,0to13,0.0342
2021-03-23,0to13,0.0351
2021-03-24,0to13,0.0359
2021-03-25,0to13,0.0359
2021-03-26,0to13,0.0360
2021-03-27,0to13,0.0358
2021-03-28,0to13,0.0355
2021-03-29,0to13,0.0366
2021-03-30,0to13,0.0370
2021-03-31,0to13,0.0378
2021-04-01,0to13,0.0394
2021-04-02,0to13,0.0416
2021-04-03,0to13,0.0437
2021-04-04,0to13,0.0459
2021-04-05,0to13,0.0495
2021-04-06,0to13,0.0546
2021-04-07,0to13,0.0592
2021-04-08,0to13,0.0620
2021-04-09,0to13,0.0645
2021-04-10,0to13,0.0679
2021-04-11,0to13,0.0695
2021-04-12,0to13,0.0729
2021-04-13,0to13,0.0769
2021-04-14,0to13,0.0803
2021-04-15,0to13,0.0851
2021-04-16,0to13,0.0891
2021-04-17,0to13,0.0902
2021-04-18,0to13,0.0919
2021-04-19,0to13,0.0933
2021-04-20,0to13,0.0966
2021-04-21,0to13,0.1016
2021-04-22,0to13,0.1072
2021-04-23,0to13,0.1141
2021-04-24,0to13,0.1200
2021-04-25,0to13,0.1231
2021-04-26,0to13,0.1282
2021-04-27,0to13,0.1311
2021-04-28,0to13,0.1326
2021-04-29,0to13,0.1341
2021-04-30,0to13,0.1335
2021-05-01,0to13,0.1325
2021-05-02,0to13,0.1318
2021-05-03,0to13,0.1283
2021-05-04,0to13,0.1278
2021-05-05,0to13,0.1274
2021-05-06,0to13,0.1233
2021-05-07,0to13,0.1225
2021-05-08,0to13,0.1216
2021-05-09,0to13,0.1193
2021-05-10,0to13,0.1198
2021-05-11,0to13,0.1179
2021-05-12,0to13,0.1199
2021-05-13,0to13,0.1199
2021-05-14,0to13,0.1179
2021-05-15,0to13,0.1167
2021-05-16,0to13,0.1197
2021-05-17,0to13,0.1198
2021-05-18,0to13,0.1194
2021-05-19,0to13,0.1165
2021-05-20,0to13,0.1164
2021-05-21,0to13,0.1135
2021-05-22,0to13,0.1135
2021-05-23,0to13,0.1087
2021-05-24,0to13,0.1071
2021-05-25,0to13,0.1029
2021-05-26,0to13,0.0955
2021-05-27,0to13,0.0892
2021-05-28,0to13,0.0887
2021-05-29,0to13,0.0846
2021-05-30,0to13,0.0822
2021-05-31,0to13,0.0746
2021-06-01,0to13,0.0698
2021-06-02,0to13,0.0707
2021-06-03,0to13,0.0689
2020-05-01,14to17,0.0337
2020-05-02,14to17,0.0374
2020-05-03,14to17,0.0431
2020-05-04,14to17,0.0378
2020-05-05,14to17,0.0347
2020-05-06,14to17,0.0349
2020-05-07,14to17,0.0384
2020-05-08,14to17,0.0358
2020-05-09,14to17,0.0341
2020-05-10,14to17,0.0271
2020-05-11,14to17,0.0351
2020-05-12,14to17,0.0374
2020-05-13,14to17,0.0423
2020-05-14,14to17,0.0449
2020-05-15,14to17,0.0465
2020-05-16,14to17,0.0497
2020-05-17,14to17,0.0599
2020-05-18,14to17,0.0621
2020-05-19,14to17,0.0676
2020-05-20,14to17,0.0701
2020-05-21,14to17,0.0727
2020-05-22,14to17,0.0677
2020-05-23,14to17,0.0662
2020-05-24,14to17,0.0560
2020-05-25,14to17,0.0435
2020-05-26,14to17,0.0362
2020-05-27,14to17,0.0306
2020-05-28,14to17,0.0271
2020-05-29,14to17,0.0258
2020-05-30,14to17,0.0219
2020-05-31,14to17,0.0224
2020-06-01,14to17,0.0258
2020-06-02,14to17,0.0267
2020-06-03,14to17,0.0277
2020-06-04,14to17,0.0273
2020-06-05,14to17,0.0266
2020-06-06,14to17,0.0289
2020-06-07,14to17,0.0288
2020-06-08,14to17,0.0239
2020-06-09,14to17,0.0221
2020-06-10,14to17,0.0174
2020-06-11,14to17,0.0149
2020-06-12,14to17,0.0159
2020-06-13,14to17,0.0147
2020-06-14,14to17,0.0142
2020-06-15,14to17,0.0151
2020-06-16,14to17,0.0153
2020-06-17,14to17,0.0172
2020-06-18,14to17,0.0173
2020-06-19,14to17,0.0158
2020-06-20,14to17,0.0161
2020-06-21,14to17,0.0148
2020-06-22,14to17,0.0147
2020-06-23,14to17,0.0131
2020-06-24,14to17,0.0140
2020-06-25,14to17,0.0131
2020-06-26,14to17,0.0139
2020-06-27,14to17,0.0137
2020-06-28,14to17,0.0142
2020-06-29,14to17,0.0132
2020-06-30,14to17,0.0168
2020-07-01,14to17,0.0164
2020-07-02,14to17,0.0164
2020-07-03,14to17,0.0142
2020-07-04,14to17,0.0133
2020-07-05,14to17,0.0139
2020-07-06,14to17,0.0147
2020-07-07,14to17,0.0116
2020-07-08,14to17,0.0109
2020-07-09,14to17,0.0102
2020-07-10,14to17,0.0106
2020-07-11,14to17,0.0107
2020-07-12,14to17,0.0091
2020-07-13,14to17,0.0080
2020-07-14,14to17,0.0086
2020-07-15,14to17,0.0106
2020-07-16,14to17,0.0120
2020-07-17,14to17,0.0151
2020-07-18,14to17,0.0142
2020-07-19,14to17,0.0148
2020-07-20,14to17,0.0156
2020-07-21,14to17,0.0173
2020-07-22,14to17,0.0161
2020-07-23,14to17,0.0149
2020-07-24,14to17,0.0124
2020-07-25,14to17,0.0127
2020-07-26,14to17,0.0126
2020-07-27,14to17,0.0135
2020-07-28,14to17,0.0128
2020-07-29,14to17,0.0123
2020-07-30,14to17,0.0129
2020-07-31,14to17,0.0127
2020-08-01,14to17,0.0136
2020-08-02,14to17,0.0139
2020-08-03,14to17,0.0134
2020-08-04,14to17,0.0114
2020-08-05,14to17,0.0104
2020-08-06,14to17,0.0111
2020-08-07,14to17,0.0124
2020-08-08,14to17,0.0116
2020-08-09,14to17,0.0114
2020-08-10,14to17,0.0104
2020-08-11,14to17,0.0115
2020-08-12,14to17,0.0119
2020-08-13,14to17,0.0130
2020-08-14,14to17,0.0116
2020-08-15,14to17,0.0110
2020-08-16,14to17,0.0106
2020-08-17,14to17,0.0108
2020-08-18,14to17,0.0093
2020-08-19,14to17,0.0097
2020-08-20,14to17,0.0072
2020-08-21,14to17,0.0067
2020-08-22,14to17,0.0078
2020-08-23,14to17,0.0078
2020-08-24,14to17,0.0087
2020-08-25,14to17,0.0088
2020-08-26,14to17,0.0108
2020-08-27,14to17,0.0112
2020-08-28,14to17,0.0124
2020-08-29,14to17,0.0127
2020-08-30,14to17,0.0124
2020-08-31,14to17,0.0129
2020-09-01,14to17,0.0133
2020-09-02,14to17,0.0152
2020-09-03,14to17,0.0170
2020-09-04,14to17,0.0172
2020-09-05,14to17,0.0171
2020-09-06,14to17,0.0192
2020-09-07,14to17,0.0216
2020-09-08,14to17,0.0232
2020-09-09,14to17,0.0201
2020-09-10,14to17,0.0190
2020-09-11,14to17,0.0188
2020-09-12,14to17,0.0181
2020-09-13,14to17,0.0169
2020-09-14,14to17,0.0142
2020-09-15,14to17,0.0150
2020-09-16,14to17,0.0146
2020-09-17,14to17,0.0162
2020-09-18,14to17,0.0173
2020-09-19,14to17,0.0173
2020-09-20,14to17,0.0183
2020-09-21,14to17,0.0176
2020-09-22,14to17,0.0151
2020-09-23,14to17,0.0160
2020-09-24,14to17,0.0146
2020-09-25,14to17,0.0138
2020-09-26,14to17,0.0152
2020-09-27,14to17,0.0153
2020-09-28,14to17,0.0181
2020-09-29,14to17,0.0200
2020-09-30,14to17,0.0189
2020-10-01,14to17,0.0188
2020-10-02,14to17,0.0200
2020-10-03,14to17,0.0194
2020-10-04,14to17,0.0194
2020-10-05,14to17,0.0168
2020-10-06,14to17,0.0161
2020-10-07,14to17,0.0182
2020-10-08,14to17,0.0190
2020-10-09,14to17,0.0189
2020-10-10,14to17,0.0209
2020-10-11,14to17,0.0212
2020-10-12,14to17,0.0238
2020-10-13,14to17,0.0261
2020-10-14,14to17,0.0258
2020-10-15,14to17,0.0276
2020-10-16,14to17,0.0294
2020-10-17,14to17,0.0291
2020-10-18,14to17,0.0314
2020-10-19,14to17,0.0334
2020-10-20,14to17,0.0366
2020-10-21,14to17,0.0389
2020-10-22,14to17,0.0410
2020-10-23,14to17,0.0409
2020-10-24,14to17,0.0408
2020-10-25,14to17,0.0392
2020-10-26,14to17,0.0378
2020-10-27,14to17,0.0353
2020-10-28,14to17,0.0344
2020-10-29,14to17,0.0345
2020-10-30,14to17,0.0368
2020-10-31,14to17,0.0413
2020-11-01,14to17,0.0422
2020-11-02,14to17,0.0430
2020-11-03,14to17,0.0460
2020-11-04,14to17,0.0510
2020-11-05,14to17,0.0523
2020-11-06,14to17,0.0533
2020-11-07,14to17,0.0541
2020-11-08,14to17,0.0563
2020-11-09,14to17,0.0591
2020-11-10,14to17,0.0629
2020-11-11,14to17,0.0621
2020-11-12,14to17,0.0633
2020-11-13,14to17,0.0653
2020-11-14,14to17,0.0662
2020-11-15,14to17,0.0677
2020-11-16,14to17,0.0669
2020-11-17,14to17,0.0634
2020-11-18,14to17,0.0646
2020-11-19,14to17,0.0644
2020-11-20,14to17,0.0613
2020-11-21,14to17,0.0564
2020-11-22,14to17,0.0557
2020-11-23,14to17,0.0549
2020-11-24,14to17,0.0570
2020-11-25,14to17,0.0569
2020-11-26,14to17,0.0580
2020-11-27,14to17,0.0593
2020-11-28,14to17,0.0637
2020-11-29,14to17,0.0644
2020-11-30,14to17,0.0683
2020-12-01,14to17,0.0686
2020-12-02,14to17,0.0692
2020-12-03,14to17,0.0703
2020-12-04,14to17,0.0705
2020-12-05,14to17,0.0678
2020-12-06,14to17,0.0653
2020-12-07,14to17,0.0652
2020-12-08,14to17,0.0629
2020-12-09,14to17,0.0601
2020-12-10,14to17,0.0589
2020-12-11,14to17,0.0593
2020-12-12,14to17,0.0620
2020-12-13,14to17,0.0644
2020-12-14,14to17,0.0638
2020-12-15,14to17,0.0658
2020-12-16,14to17,0.0680
2020-12-17,14to17,0.0671
2020-12-18,14to17,0.0679
2020-12-19,14to17,0.0667
2020-12-20,14to17,0.0670
2020-12-21,14to17,0.0665
2020-12-22,14to17,0.0665
2020-12-23,14to17,0.0702
2020-12-24,14to17,0.0769
2020-12-25,14to17,0.0807
2020-12-26,14to17,0.0858
2020-12-27,14to17,0.0914
2020-12-28,14to17,0.0998
2020-12-29,14to17,0.1156
2020-12-30,14to17,0.1289
2020-12-31,14to17,0.1347
2021-01-01,14to17,0.1363
2021-01-02,14to17,0.1435
2021-01-03,14to17,0.1474
2021-01-04,14to17,0.1502
2021-01-05,14to17,0.1487
2021-01-06,14to17,0.1461
2021-01-07,14to17,0.1511
2021-01-08,14to17,0.1513
2021-01-09,14to17,0.1505
2021-01-10,14to17,0.1466
2021-01-11,14to17,0.1474
2021-01-12,14to17,0.1471
2021-01-13,14to17,0.1426
2021-01-14,14to17,0.1350
2021-01-15,14to17,0.1301
2021-01-16,14to17,0.1238
2021-01-17,14to17,0.1226
2021-01-18,14to17,0.1178
2021-01-19,14to17,0.1155
2021-01-20,14to17,0.1141
2021-01-21,14to17,0.1114
2021-01-22,14to17,0.1076
2021-01-23,14to17,0.1064
2021-01-24,14to17,0.1081
2021-01-25,14to17,0.1080
2021-01-26,14to17,0.0994
2021-01-27,14to17,0.0992
2021-01-28,14to17,0.0968
2021-01-29,14to17,0.0963
2021-01-30,14to17,0.0940
2021-01-31,14to17,0.0900
2021-02-01,14to17,0.0820
2021-02-02,14to17,0.0800
2021-02-03,14to17,0.0755
2021-02-04,14to17,0.0747
2021-02-05,14to17,0.0699
2021-02-06,14to17,0.0667
2021-02-07,14to17,0.0656
2021-02-08,14to17,0.0686
2021-02-09,14to17,0.0688
2021-02-10,14to17,0.0705
2021-02-11,14to17,0.0646
2021-02-12,14to17,0.0643
2021-02-13,14to17,0.0659
2021-02-14,14to17,0.0647
2021-02-15,14to17,0.0651
2021-02-16,14to17,0.0634
2021-02-17,14to17,0.0608
2021-02-18,14to17,0.0611
2021-02-19,14to17,0.0612
2021-02-20,14to17,0.0580
2021-02-21,14to17,0.0569
2021-02-22,14to17,0.0543
2021-02-23,14to17,0.0522
2021-02-24,14to17,0.0510
2021-02-25,14to17,0.0493
2021-02-26,14to17,0.0469
2021-02-27,14to17,0.0451
2021-02-28,14to17,0.0454
2021-03-01,14to17,0.0436
2021-03-02,14to17,0.0432
2021-03-03,14to17,0.0399
2021-03-04,14to17,0.0375
2021-03-05,14to17,0.0377
2021-03-06,14to17,0.0376
2021-03-07,14to17,0.0383
2021-03-08,14to17,0.0404
2021-03-09,14to17,0.0408
2021-03-10,14to17,0.0429
2021-03-11,14to17,0.0442
2021-03-12,14to17,0.0470
2021-03-13,14to17,0.0495
2021-03-14,14to17,0.0506
2021-03-15,14to17,0.0499
2021-03-16,14to17,0.0498
2021-03-17,14to17,0.0500
2021-03-18,14to17,0.0534
2021-03-19,14to17,0.0522
2021-03-20,14to17,0.0520
2021-03-21,14to17,0.0523
2021-03-22,14to17,0.0544
2021-03-23,14to17,0.0565
2021-03-24,14to17,0.0573
2021-03-25,14to17,0.0575
2021-03-26,14to17,0.0590
2021-03-27,14to17,0.0612
2021-03-28,14to17,0.0625
2021-03-29,14to17,0.0640
2021-03-30,14to17,0.0637
2021-03-31,14to17,0.0651
2021-04-01,14to17,0.0669
2021-04-02,14to17,0.0717
2021-04-03,14to17,0.0747
2021-04-04,14to17,0.0796
2021-04-05,14to17,0.0828
2021-04-06,14to17,0.0925
2021-04-07,14to17,0.0987
2021-04-08,14to17,0.1022
2021-04-09,14to17,0.1021
2021-04-10,14to17,0.1048
2021-04-11,14to17,0.1044
2021-04-12,14to17,0.1113
2021-04-13,14to17,0.1119
2021-04-14,14to17,0.1175
2021-04-15,14to17,0.1234
2021-04-16,14to17,0.1303
2021-04-17,14to17,0.1319
2021-04-18,14to17,0.1335
2021-04-19,14to17,0.1306
2021-04-20,14to17,0.1390
2021-04-21,14to17,0.1430
2021-04-22,14to17,0.1472
2021-04-23,14to17,0.1501
2021-04-24,14to17,0.1560
2021-04-25,14to17,0.1583
2021-04-26,14to17,0.1637
2021-04-27,14to17,0.1614
2021-04-28,14to17,0.1587
2021-04-29,14to17,0.1578
2021-04-30,14to17,0.1570
2021-05-01,14to17,0.1563
2021-05-02,14to17,0.1541
2021-05-03,14to17,0.1516
2021-05-04,14to17,0.1473
2021-05-05,14to17,0.1493
2021-05-06,14to17,0.1496
2021-05-07,14to17,0.1471
2021-05-08,14to17,0.1439
2021-05-09,14to17,0.1436
2021-05-10,14to17,0.1457
2021-05-11,14to17,0.1438
2021-05-12,14to17,0.1410
2021-05-13,14to17,0.1387
2021-05-14,14to17,0.1370
2021-05-15,14to17,0.1386
2021-05-16,14to17,0.1386
2021-05-17,14to17,0.1319
2021-05-18,14to17,0.1346
2021-05-19,14to17,0.1318
2021-05-20,14to17,0.1285
2021-05-21,14to17,0.1276
2021-05-22,14to17,0.1204
2021-05-23,14to17,0.1166
2021-05-24,14to17,0.1188
2021-05-25,14to17,0.1083
2021-05-26,14to17,0.1039
2021-05-27,14to17,0.1019
2021-05-28,14to17,0.0979
2021-05-29,14to17,0.0981
2021-05-30,14to17,0.0932
2021-05-31,14to17,0.0872
2021-06-01,14to17,0.0867
2021-06-02,14to17,0.0887
2021-06-03,14to17,0.0822
2020-05-01,18to24,0.0437
2020-05-02,18to24,0.0411
2020-05-03,18to24,0.0422
2020-05-04,18to24,0.0428
2020-05-05,18to24,0.0428
2020-05-06,18to24,0.0379
2020-05-07,18to24,0.0349
2020-05-08,18to24,0.0336
2020-05-09,18to24,0.0368
2020-05-10,18to24,0.0353
2020-05-11,18to24,0.0341
2020-05-12,18to24,0.0349
2020-05-13,18to24,0.0362
2020-05-14,18to24,0.0402
2020-05-15,18to24,0.0433
2020-05-16,18to24,0.0430
2020-05-17,18to24,0.0463
2020-05-18,18to24,0.0507
2020-05-19,18to24,0.0551
2020-05-20,18to24,0.0588
2020-05-21,18to24,0.0621
2020-05-22,18to24,0.0614
2020-05-23,18to24,0.0627
2020-05-24,18to24,0.0596
2020-05-25,18to24,0.0521
2020-05-26,18to24,0.0488
2020-05-27,18to24,0.0443
2020-05-28,18to24,0.0411
2020-05-29,18to24,0.0403
2020-05-30,18to24,0.0368
2020-05-31,18to24,0.0342
2020-06-01,18to24,0.0331
2020-06-02,18to24,0.0299
2020-06-03,18to24,0.0295
2020-06-04,18to24,0.0273
2020-06-05,18to24,0.0261
2020-06-06,18to24,0.0249
2020-06-07,18to24,0.0246
2020-06-08,18to24,0.0221
2020-06-09,18to24,0.0189
2020-06-10,18to24,0.0168
2020-06-11,18to24,0.0158
2020-06-12,18to24,0.0136
2020-06-13,18to24,0.0137
2020-06-14,18to24,0.0138
2020-06-15,18to24,0.0145
2020-06-16,18to24,0.0148
2020-06-17,18to24,0.0150
2020-06-18,18to24,0.0145
2020-06-19,18to24,0.0140
2020-06-20,18to24,0.0145
2020-06-21,18to24,0.0138
2020-06-22,18to24,0.0125
2020-06-23,18to24,0.0124
2020-06-24,18to24,0.0116
2020-06-25,18to24,0.0126
2020-06-26,18to24,0.0126
2020-06-27,18to24,0.0115
2020-06-28,18to24,0.0114
2020-06-29,18to24,0.0112
2020-06-30,18to24,0.0106
2020-07-01,18to24,0.0107
2020-07-02,18to24,0.0091
2020-07-03,18to24,0.0090
2020-07-04,18to24,0.0088
2020-07-05,18to24,0.0080
2020-07-06,18to24,0.0080
2020-07-07,18to24,0.0083
2020-07-08,18to24,0.0083
2020-07-09,18to24,0.0085
2020-07-10,18to24,0.0084
2020-07-11,18to24,0.0085
2020-07-12,18to24,0.0088
2020-07-13,18to24,0.0080
2020-07-14,18to24,0.0076
